book_id,book_title,category_id,author,book_copies,book_pub,publisher_name,isbn,copyright_year,date_receive,date_added,status,class,pages,p_price,nbook_issued,nlost,ndamage,bill_date
2333,Can you Believe it,,Adam Coleman,,,John Murray,,1986,,,,491.433,16,12,,,,01-12-1996
2334,The Unhappy Flower,,Adam Coleman,,,John Murray,,1986,,,,491.433,16,12,,,,01-12-1996
2335,The Picnic,,Adam Coleman,,,John Murray,,1986,,,,491.433,8,12,,,,01-12-1996
2336,Fire Fighter,,Adam Coleman,,,John Murray,,1986,,,,491.433,16,12,,,,01-12-1996
2337,The Stuck of Star,,Adam Coleman,,,John Murray,,1986,,,,491.433,16,12,,,,01-12-1996
2338,Chatter Box Sparrow,,Adam Coleman,,,John Murray,,1986,,,,491.433,16,12,,,,01-12-1996
2339,Inside Outside,,Adam Coleman,,,John Murray,,1986,,,,491.433,8,12,,,,01-12-1996
2340,Fast and Slow,,Adam Coleman,,,John Murray,,1986,,,,491.433,8,12,,,,01-12-1996
2341,The ant and the butterfly,,Adam Coleman,,,John Murray,,1986,,,,491.433,8,12,,,,01-12-1996
2342,The legend of Gloland,,Jersheen Madam,,,Universal Book Stall,,,,,,491.433,20,12,,,,01-12-1996
2343,Aladdin and the Magic Lamp,,Mary Gold,,,Marigold Book,,,,,,491.433,12,22,,,,01-12-1996
2344,Beginning with the Computer,,S. Addy,,,GalGotia Book ,,1990,,,,491.433,37,20,,,,01-12-1996
2345,Hansel and Gretel,,Anthony Brown,,,Great Britain,,981,,,,491.433,32,25,,,,01-12-1996
2346,Joseph the Dreamer,,Denny Frank,,,Lion Publishers,,1992,,,,491.433,23,10,,,,01-12-1996
2347,Ramayana (Children),,Mathuram ,,,Pub. Diviion,,1981,,,,491.433,70,7,,,,01-12-1996
2348,Find the New Friend,,Glofriend,,,Pub. Diviion,,,,,,491.433,16,10,,,,01-12-1996
2349,Humbert,,Mr. Firkin,,,Great Britain,,1989,,,,491.433,30,15,,,,01-12-1996
2350,Little Red Riding Hood,,Perrault,,,World International Pub.,,,,,,491.433,14,15,,,,01-12-1996
2351,Sleeping Beauty,,Charles Perrantt,,,World International Pub.,,,,,,491.433,14,15,,,,01-12-1996
2352,Little Mermaid,,Christian Andersen,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2353,Flying Trunk,,Hans Christian,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2354,Gulliver's Travels,,Swift,,,Great Britain,,,,,,491.433,14,15,,,,01-12-1996
2355,Stead Fast ten Soldiers,,Andersen,,,Great Britain,,,,,,491.433,14,15,,,,01-12-1996
2356,Wild Swan,,Christian Andersen,,,Great Britain,,1991,,,,491.433,14,15,,,,01-12-1996
2357,Beauty and Beast,,Brothers Grimm,,,Great Britain,,,,,,491.433,14,15,,,,01-12-1996
2358,Rapunzel,,Brothers Grimm,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2359,Pinocchio,,Collodi,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2360,Havoc in Heaven,,Tang Chang,,,Foreign Language Press,,1979,,,,491.433,54,10,,,,01-12-1996
2361,Sun,,Sudha Dhingra,,,Learner Press,,1993,,,,491.433,32,25,,,,01-12-1996
2362,the call of the wild,,Jack Londom,,,Mc. Grawhill,,,,,,491.433,122,35,,,,01-12-1996
2363,Sleepong Beauty,,Charles Perrantt,,,World International Pub.,,,,,,491.433,14,15,,,,01-12-1996
2364,Rapunzel,,Brothers Grimm,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2365,Ugly Duckling,,Andersen,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2366,The Brave little Tailor,,Brothers Grimm,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2367,Snow white and Rose Red,,Brothers Grimm,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2368,Sleepong Beauty,,Charles Perrantt,,,World International Pub.,,,,,,491.433,14,25,,,,01-12-1996
2369,Geothermal Energy,,Gratian Vas,,,Learner Press,,1993,,,,516,32,25,,,,01-12-1996
2370,Gulliver's Travels,,Swift,,,Pinky Book Dist.,,,,,,491.433,14,15,,,,01-12-1996
2371,The Brave little Tailor,,Brothers Grimm,,,Pinky Book Dist.,,,,,,491.433,14,18,,,,01-12-1996
2372,The Naughty Lamb,,Arlene Bluechand,,,Great Britain,,,,,,491.433,30,20,,,,01-12-1996
2373,Snow white and the seven dwarf,,Walt Disney,,,Walt Disney,,,,,,491.433,24,18,,,,15-01-1996
2374,Sabse bada Daan,,Ritu Sharma,,,Himachal Pustak Bhandar,,1995,,,,891.433,30,15,,,,15-01-1996
2375,Phool jaisi Ladki,,Yohanna Spyari,,,Rashtriya Shekshanik Anusandhan,,1987,,,,891.433,39,5,,,,15-01-1996
2376,Beti koi bhar nahi,,Rajeev,,,Arya Prakashan,,1995,,,,491.433,32,12,,,,15-01-1996
2377,Nasha jeewan ka saar nahi,,Jagat Ram Arya,,,Arya Prakashan,,1995,,,,491.433,32,15,,,,15-01-1996
2378,Apka Baccha,,Ram Niranjan Sharma,,,Kitab Ghar,,1995,,,,491.433,39,15,,,,15-01-1996
2379,Hathi ka nanha sathi,,Pratap Sharma,,,Rupa & Co.,,1989,,,,491.433,60,15,,,,15-01-1996
2380,Dharti Ugle Sona,,Yashwant Jasoria,,,Himachal Pustak Bhandar,,1995,,,,491.433,40,12,,,,15-01-1996
2381,Beej ka Safar,,Meenakshi Swami,,,Kitab Ghar,,1995,,,,491.433,16,15,,,,15-01-1996
2382,Chamatkar Vigyaan ke,,Jagat Ram Arya,,,"Vikas Paper Books,Gandhi Nagar,Delhi",,1995,,,,491.433,79,25,,,,15-01-1996
2383,"Dekho,Samjho Karo",,Jagat Ram Arya,,,Arya Prakashan,,1995,,,,491.433,90,25,,,,15-01-1996
2384,Dus Pratinidhi Kahaniyan,,Amrita Pritam,,,Kitab Ghar,,1994,,,,491.433,107,60,,,,15-01-1996
2385,301 Shrestha Nibandh,,Alok Kuth Rastogi,,,Kalra Publications,,1995,,,,491.425,452,100,,,,15-01-1996
2386,The New House,,Hans Peterson,,,Burk Publishing,,1975,,,,491.425,23,30,,,,15-01-1996
2387,Judy at School,,Siv Widerberg,,,Burk Publishing,,1974,,,,491.425,23,30,,,,15-01-1996
2388,When you are only small,,Hans Peterson,,,Burk Publishing,,1984,,,,491.425,23,30,,,,15-01-1996
2389,The little woman who forget everything,,Janet Bealtie,,,Burk Publishing,,1984,,,,491.425,23,30,,,,15-01-1996
2390,The New Bridge,,Hans Peterson,,,Burk Publishing,,1982,,,,491.425,24,30,,,,15-01-1996
2391,Billy's Birthday Lolipop,,Lennart Hellsing,,,Burk Publishing,,1995,,,,491.425,23,30,,,,15-01-1996
2392,The Three Cars,,OloF Wikstrom,,,Burk Publishing,,1976,,,,491.425,24,30,,,,15-01-1996
2393,Alfers,,Gunilla Bergstrom,,,Burk Publishing,,1976,,,,491.425,23,30,,,,15-01-1996
2394,Mother come to Town,,Ann Mari Falk,,,Burk Publishing,,1975,,,,491.425,23,30,,,,15-01-1996
2395,Peter Johnson and his Guitar,,Hans Peterson,,,Burk Publishing,,1975,,,,491.425,23,30,,,,15-01-1996
2396,The Three Cars,,OloF Wikstrom,,,Burk Publishing,,1976,,,,491.425,23,30,,,,15-01-1996
2397,Patrick's Workshop,,Ulf Lofgren,,,Burk Publishing,,1975,,,,491.425,23,30,,,,15-01-1996
2398,The New Road,,Hans Peterson,,,Burk Publishing,,1984,,,,491.425,23,30,,,,15-01-1996
2399,When you are only small,,Hans Peterson,,,Burk Publishing,,1975,,,,491.425,23,30,,,,15-01-1996
2400,The town who forget it was Christmas,,Alf Proysen,,,Burk Publishing,,1974,,,,491.425,23,30,,,,15-01-1996
2401,Journey takes Lessons,,Ann Mari Falk,,,Burk Publishing,,1968,,,,491.433,23,30,,,,15-01-1996
2402,Patrick's Workshop,,Ulf Lofgren,,,Burk Publishing,,1969,,,,491.433,23,30,,,,15-01-1996
2403,The old man and the bird,,Hans Peterson,,,Burk Publishing,,1975,,,,491.433,23,30,,,,15-01-1996
2404,"This is Peter,This is Jane",,Siv Widerberg,,,Burk Publishing,,1969,,,,491.433,23,30,,,,15-01-1996
2405,A Day with Brandy,,Ann Mari Falk,,,Burk Publishing,,1989,,,,491.433,23,30,,,,15-01-1996
2406,Billy's Birthday Lolipop,,Lennart Hellsing,,,Burk Publishing,,1975,,,,491.433,23,30,,,,15-01-1996
2407,Brenda helps Grandmother,,Astrid Llindgren,,,Burk Publishing,,1984,,,,491.433,23,30,,,,15-01-1996
2408,Mary Mouse the Carvan,,Guid Blytom,,,Lancer  Paper Books,,1993,,,,491.433,92,45,,,,15-01-1996
2409,Mary Mouse goes to Sea,,Guid Blytom,,,Lancer  Paper Books,,1993,,,,491.433,92,45,,,,15-01-1996
2410,The Adventure of Mary Mouse,,Guid Blytom,,,Lancer  Paper Books,,1993,,,,491.433,94,45,,,,15-01-1996
2411,Many Gas up in the Balloon,,Guid Blytom,,,Lancer  Paper Books,,1993,,,,491.433,90,30,,,,15-01-1996
2412,Brenda helps Grandmother,,Astrid Llindgren,,,Lancer  Paper Books,,1984,,,,491.433,23,30,,,,15-01-1996
2413,Mother and Era at meet Summer,,Ann Mari Falk,,,Lancer  Paper Books,,1984,,,,491.433,23,30,,,,15-01-1996
2414,Look what can I do,,Hans Peterson,,,Lancer  Paper Books,,1984,,,,491.433,23,30,,,,15-01-1996
2415,Please Mummy buy one for me,,Hanna Mangold,,,Lancer  Paper Books,,1972,,,,491.433,38,30,,,,15-01-1996
2416,Patrick's Aeroplane,,Ulf Lofgren,,,Lancer  Paper Books,,1978,,,,491.433,23,30,,,,15-01-1996
2417,Robert the Repairman,,Karin Nyman,,,Lancer  Paper Books,,1971,,,,491.433,23,30,,,,15-01-1996
2418,Patrick's Workshop,,Ulf Lofgren,,,Lancer  Paper Books,,1969,,,,491.433,23,30,,,,15-01-1996
2419,Robert Goes Driving,,Karin Nyman,,,Lancer  Paper Books,,1975,,,,491.433,23,30,,,,15-01-1996
2420,When you are only small,,Karin Nyman,,,Lancer  Paper Books,,984,,,,491.433,23,30,,,,15-01-1996
2421,A Day with Brandy,,Ann Mari Falk,,,Lancer  Paper Books,,1984,,,,491.433,23,30,,,,15-01-1996
2422,Mother and Era at Toy Shop,,Ann Mari Falk,,,Lancer  Paper Books,,1984,,,,491.433,23,30,,,,15-01-1996
2423,Mahabharat,,Hukumat Ray,,,Bava Sidi Surat,,,,,,491.433,22,10,,,,15-01-1996
2424,Mahabharat,,Hukmat Ray,,,Bava Sidi Surat,,,,,,491.433,22,10,,,,15-01-1996
2425,Mahabharat,,Hukmat Ray,,,Bava Sidi Surat,,,,,,491.433,22,10,,,,15-01-1996
2426,Mahabharat,,Hukumat Ray,,,Bava Sidi Surat,,,,,,491.433,20,10,,,,15-01-1996
2427,Mahabharat,,Hukumat Ray,,,Bava Sidi Surat,,,,,,491.433,20,10,,,,15-01-1996
2428,Mahabharat,,Hukumat Ray,,,Bava Sidi Surat,,,,,,491.433,20,10,,,,15-01-1996
2429,Mahabharat,,Hukumat Ray,,,Bava Sidi Surat,,,,,,491.433,20,10,,,,15-01-1996
2430,Mahabharat,,Hukumat Ray,,,Bava Sidi Surat,,,,,,491.433,20,10,,,,15-01-1996
2431,Mahabharat,,Hukumat Ray,,,Bava Sidi Surat,,,,,,491.433,20,10,,,,15-01-1996
2432,Mahabharat,,Hukumat Ray,,,Bava Sidi Surat,,,,,,491.433,20,10,,,,15-01-1996
2433,The Emperor's new Clothes (Chil. Classic),,Dabashis Chosh,,,Script Pub.,,,,,,491.433,30,22,,,,15-01-1996
2434,Puss in Boots,,Dabashis Chosh,,,Script Pub.,,,,,,491.433,30,22,,,,15-01-1996
2435,The Musician of Breman,,Dabashis Chosh,,,Script Pub.,,,,,,491.433,30,22,,,,15-01-1996
2436,The Pied Piper,,Dabashis Chosh,,,Script Pub.,,,,,,491.433,30,22,,,,15-01-1996
2437,Alice in Wonderland,,Dabashis Chosh,,,Script Pub.,,,,,,491.433,30,22,,,,15-01-1996
2438,The Brave little Tailor,,Dabashis Chosh,,,Script Pub.,,,,,,491.433,30,22,,,,15-01-1996
2439,The Flying Trunk,,Dabashis Chosh,,,Script Pub.,,,,,,491.433,30,22,,,,15-01-1996
2440,The Steady fast Ten Soldiers,,Dabashis Chosh,,,Script Pub.,,,,,,491.433,30,22,,,,15-01-1996
2441,Amazing Questions (1),,A.J. Armstrong,,,Shivam Book Pub.,,1993,,,,491.433,134,36,,,,15-01-1996
2442,Amazing Questions (2),,A.J. Armstrong,,,Shivam Book Pub.,,1993,,,,491.433,134,36,,,,15-01-1996
2443,Amazing Questions (3),,A.J. Armstrong,,,Shivam Book Pub.,,1993,,,,491.433,134,36,,,,15-01-1996
2444,Amazing Questions (4),,A.J. Armstrong,,,Shivam Book Pub.,,1993,,,,491.433,134,36,,,,15-01-1996
2445,Proverb,,Sam Phillips,,,Goodwill Publishers,,,,,,491.425,184,35,,,,15-01-1996
2446,A to Z Proverb,,Dr. B.R. Kishore,,,New Light Pub.,,,,,,491.425,215,40,,,,15-01-1996
2447,Improvement Quotations,,Jim Black,,,Padu Pub.,,,,,,1,126,25,,,,15-01-1996
2448,Quotations,,Sam Phillips,,,Goodwill Publishers,,,,,,1,196,35,,,,15-01-1996
2449,Sports Quiz Book,,M.R. Sethi,,,Goodwill Publishers,,,,,,1,176,35,,,,15-01-1996
2450,Better English,,Dr. B.R. Kishore,,,New Light Pub.,,,,,,491.425,236,35,,,,15-01-1996
2451,Better you I.Q.,,Jens Nelson,,,Goodwill Pub.,,,,,,1,154,30,,,,15-01-1996
2452,Common Error in English,,Michael Braganza,,,Goodwill Pub.,,,,,,491.425,183,35,,,,15-01-1996
2453,India Quiz,,P.N. Pandit,,,Goodwill Pub.,,,,,,1,147,35,,,,15-01-1996
2454,1250 Q & Ans.,,Michael Disouza,,,Goodwill Pub.,,,,,,1,175,35,,,,15-01-1996
2455,101 Shrestha Hindi Nibandh,,Shri Sharan,,,Kalra Publications,,,,,,891.425,175,30,,,,15-01-1996
2456,Teddy makes a friend,,Swapna Dutta,,,Indus Peacock,,1993,,,,491.433,113,30,,,,15-01-1996
2457,Use the right word,,Aryan Goel,,,Vohra Publications,,,,,,491.425,271,35,,,,15-01-1996
2458,"School Essays,Letters & Stories",,Suresh K. Kalra,,,Gaurav Publications,,,,,,491.425,207,30,,,,15-01-1996
2459,Supreme Parahgaphs and Letters,,J.P. Saxena,,,Kalra Publications,,,,,,491.425,124,20,,,,15-01-1996
2460,Grammmer & Composition,,Vishal Chand,,,New Light Pub.,,,,,,491.425,307,40,,,,15-01-1996
2461,Tales of Robinhood,,Anita Bhalla,,,Shiksha Publications,,,,,,491.433,205,18,,,,15-01-1996
2462,The Three Musteekers,,Neena Gupta,,,Shiksha Publications,,,,,,491.433,195,18,,,,15-01-1996
2463,Treasure Land,,Sushila Bhatia,,,Shiksha Publications,,,,,,491.433,239,18,,,,15-01-1996
2464,A Christmas Carol,,Rajat  Kaushik,,,Shiksha Publications,,,,,,491.433,174,18,,,,15-01-1996
2465,The Adventure's Robinson,,Meenu Gupta,,,Shiksha Publications,,,,,,491.433,186,18,,,,15-01-1996
2466,Little Woman,,Anita Bhalla,,,Shiksha Publications,,,,,,491.433,223,18,,,,15-01-1996
2467,Cindrella & other Tales,,Anita Bhalla,,,Shiksha Publications,,,,,,491.433,232,18,,,,15-01-1996
2468,Heidi,,Anita Bhalla,,,Shiksha Publications,,,,,,491.433,169,18,,,,15-01-1996
2469,Gulliver's Travels,,Anita Bhalla,,,Shiksha Publications,,,,,,491.433,168,18,,,,15-01-1996
2470,Alice in Wonderland,,H.L. Bassi,,,Shiksha Publications,,,,,,491.433,238,18,,,,15-01-1996
2471,Sindbad Alibaba,,H.L. Bassi,,,Shiksha Publications,,,,,,491.433,216,18,,,,15-01-1996
2472,Lornee Doone,,Anita Bhalla,,,Shiksha Publications,,,,,,491.433,253,18,,,,15-01-1996
2473,Aesop's Fables (Green),,Script,,,Script Pub.,,,,,,491.433,59,25,,,,15-01-1996
2474,Aesop's Fables (Red),,Script,,,Script Pub.,,,,,,491.433,59,25,,,,15-01-1996
2475,Aesop's Fables ( Blue),,Script,,,Script Pub.,,,,,,491.433,59,25,,,,15-01-1996
2476,Aesop's Fables (Yellow),,Script,,,Script Pub.,,,,,,491.433,59,25,,,,17-01-1996
2477,My book of Classic Stories,,Arora's,,,Aroras Book Depot,,,,,,491.433,95,75,,,,17-01-1996
2478,My Favourite Classic Stories,,Arora's,,,Aroras Book Depot,,,,,,491.433,73,75,,,,17-01-1996
2479,The Magic of Fairy Tales,,Arora's,,,Aroras Book Depot,,,,,,491.433,82,75,,,,17-01-1996
2480,101 Stories Grand mother,,Arora's,,,Aroras Book Depot,,,,,,1,115,90,,,,17-01-1996
2481,101 Q & Ans. (Space),,Harry Fordkey,,,Navneet Pub.,,1994,,,,1,32,70,,,,17-01-1996
2482,101 Q & Ans. (Exploreres),,Margarette Lincoln,,,Navneet Pub.,,1994,,,,1,32,70,,,,17-01-1996
2483,Invention,,T.R. Bhanot,,,Dreamland Publications,,,,,,1,64,60,,,,17-01-1996
2484,How does it work,,T.R. Bhanot,,,Dreamland Publications,,,,,,1,64,60,,,,17-01-1996
2485,Cadbrings Bournvita Book of Knowledge-I,,Derek O' Brien,,,Rilo O'  Brien,,1995,,,,1,112,90,,,,17-01-1996
2486,Cadbrings Bournvita Book of Knowledge-II,,Derek O' Brien,,,Rilo O'  Brien,,1995,,,,1,99,90,,,,17-01-1996
2487,Cadbrings Bournvita Book of Knowledge-III,,Derek O' Brien,,,Rilo O'  Brien,,1995,,,,1,85,90,,,,17-01-1996
2488,Alibaba & Forty Thieves,,Jayant Gupta,,,Book Palace,,1995,,,,491.433,213,40,,,,17-01-1996
2489,Aladdin and the wonderful Lamp,,Jayant Gupta,,,Book Palace,,1995,,,,491.433,205,40,,,,17-01-1996
2490,Nature,,Sachdeva,,,Sachdeva Publications,,1995,,,,520,224,50,,,,17-01-1996
2491,Plants & Animals,,Sachdeva,,,Sachdeva Publications,,1994,,,,520,207,60,,,,17-01-1996
2492,Science & Technology,,Sachdeva,,,Sachdeva Publications,,1995,,,,530,224,60,,,,17-01-1996
2493,The Battle for Toad,,Grandreams,,,Grandreams Publications,,1994,,,,491.433,20,35,,,,17-01-1996
2494,The River Bank,,Grandreams,,,Grandreams Publications,,1994,,,,491.433,20,35,,,,17-01-1996
2495,The Wild Wood,,Grandreams,,,Grandreams Publications,,1994,,,,491.433,20,35,,,,17-01-1996
2496,The Tinder Boy,,Grandreams,,,Grandreams Publications,,1994,,,,491.433,20,35,,,,17-01-1996
2497,Beck HameAgom,,Debjani,,,Better Yourself,,,,,,891.433,52,35,,,,17-01-1996
2498,The short Little Hen,,Debjani,,,Better Yourself,,,,,,1,52,35,,,,17-01-1996
2499,A Friend in need,,Debjani,,,Better Yourself,,,,,,891.433,55,35,,,,17-01-1996
2500,Naughty  is Ever,,Debjani,,,Better Yourself,,,,,,891.433,50,35,,,,17-01-1996
2501,Money goes Touring,,Debjani,,,Better Yourself,,,,,,,52,35,,,,17-11-1996
2502,Landing in Trouser,,Debjani,,,Better Yourself,,,,,,,56,35,,,,17-11-1996
2503,The Mischief Maker,,Monarose Pereirs,,,Better Yourself,,,,,,,56,35,,,,17-11-1996
2504,Hasyaprad Kahaniyan,,Harikrishan Devsare,,,Kitab Ghar,,1995,,,,,56,15,,,,17-11-1996
2505,Ehsan mand Baniye,,Shiv Narayan Singh,,,Jagat Ram & Sons,,1995,,,,,44,10,,,,17-11-1996
2506,Murkh Kaun,,Om Prakash,,,Kitab Ghar,,1995,,,,,64,15,,,,17-11-1996
2507,Ghamandi Mendak,,Shiv Narayan Singh,,,Parmeshwari Prakashan,,1995,,,,,48,12,,,,17-11-1996
2508,Jaaduyi Anda,,Shiv Narayan Singh,,,Parmeshwari Prakashan,,1995,,,,,40,15,,,,17-11-1996
2509,Chuhe ka Sankat,,Ashok Andrey,,,Parmeshwari Prakashan,,1995,,,,,32,15,,,,17-11-1996
2510,Bhoot Mahal,,Rajkumar Brahmar,,,"Vikas Paper Books,Gandhi Nagar,Delhi",,1996,,,,,64,15,,,,17-11-1996
2511,Madan Mohan Malviya,,Ramesh Ehsas,,,Adhunik Prakashan,,1994,,,,,64,12,,,,17-11-1996
2512,Aao Khele yeh Khel,,Nalini Bhardwaj,,,Manisha Prakashan,,1995,,,,,32,20,,,,17-11-1996
2513,Sacchi Kamayi,,Ramniranjan Sharma,,,Kitab Ghar,,1995,,,,,80,12,,,,17-11-1996
2514,Aazadi ka Swar,,Sarla Bhatnagar,,,Sahsahitya Bhandar,,1995,,,,,32,15,,,,17-11-1996
2515,Manavta ke Veer Sapoot,,Vijay Kumar Sharma,,,Gyanodaya Prakashak,,,,,,,53,15,,,,17-11-1996
2516,Pradushan aur Swasthya,,N. Sheshgiri,,,National Book Publications,,1990,,,,,64,6.5,,,,17-11-1996
2517,Humare Rashtra Nirmata,,Smt. Nandini,,,Bajrang Prakashan,,1992,,,,,32,12,,,,17-11-1996
2518,Dr. Praful Chand Rai,,Manohar Lal Verma,,,Amber Prakashan,,1993,,,,,22,10,,,,17-11-1996
2519,Vigyaan ki Paheliyan,,Krishan Rao Bhatt,,,Amber Prakashan,,1992,,,,,23,10,,,,17-11-1996
2520,Homi Jahangir Baba,,Shyam Chand Kapoor,,,Amber Prakashan,,1992,,,,,42,12,,,,17-11-1996
2521,Nadiyo ki Kahaniyan,,Shri Vyathith Hridhya,,,Pitamber Prakashan,,1990,,,,,44,10,,,,17-11-1996
2522,Jeewan Ka Mulya,,Ajay Kumar,,,Sanjeev Prakashan,,1990,,,,,40,18,,,,17-11-1996
2523,Cartoon Filmo ki Duniya,,Ashutosh Banerjee,,,Children Book Society,,1991,,,,,32,10,,,,17-11-1996
2524,Bharat ka Pratham Antariksh Yatri,,Jaiprakash Bharti,,,Pitamber Prakashan,,1989,,,,,56,10,,,,17-11-1996
2525,Ahilaya,,Dr. Hari Meharshee,,,"Sahityagar,Jaipur",,1990,,,,,35,10,,,,17-11-1996
2526,Nadiyo ki Kahaniyan,,Shri Vyathith Hridhya,,,Pitamber Prakashan,,1990,,,,,44,10,,,,17-01-1996
2527,Jeewan Ka Mulya,,Ajay Kumar,,,Sanjeev Prakashan,,1990,,,,,40,10,,,,17-01-1996
2528,Cartoon Filmo ki Duniya,,Ashutosh Banerjee,,,Children Book Society,,1991,,,,,32,10,,,,17-01-1996
2529,Ahilaya,,Dr. Hari Meharshee,,,"Sahityagar,Jaipur",,1990,,,,,35,10,,,,17-01-1996
2530,Manavta ka Doot Sukrat,,Madan Lal Sharma,,,Jagat Ram & Sons,,1990,,,,,55,8,,,,17-01-1996
2531,Bhakti mei Shakti,,Ompal Tugniya,,,Prerna Prakashan,,1991,,,,,24,10,,,,17-01-1996
2532,Urja ki Kahani,,Krishan Gopal Rastogi,,,Pitamber Prakashan,,1991,,,,,40,10,,,,17-01-1996
2533,Paryavaran Prashan aur Uttar,,Rajeev Garg,,,Pitamber Prakashan,,1992,,,,,24,10,,,,17-01-1996
2534,Dr. Zakir Hussain,,Om Prakash Sinhal,,,Praveen Prakashan,,1992,,,,,32,12,,,,17-01-1996
2535,Aazadi ki Kahani,,Anant Kumar Singh,,,Suman Prakashan,,1992,,,,,24,8,,,,17-01-1996
2536,Popular Hindi Vyakran,,Indu Sehgal,,,Sasta Sahitya Bhandar,,1988,,,,,29,5,,,,17-01-1996
2537,Chakarvyuh,,Bhaskaranand Chamola,,,Bajrang Prakashan,,1992,,,,,103,15,,,,17-01-1996
2538,Choti Choti Baate,,Surendra Didi,,,Manisha Prakashan,,1991,,,,,60,25,,,,17-01-1996
2539,Nanhe Krantikari,,Surendra Didi,,,Satsahitya Bhandar,,1991,,,,,56,25,,,,17-01-1996
2540,Dusra Paath,,Shama Sharma,,,"Vikas Paper Books,Gandhi Nagar,Delhi",,1991,,,,,76,25,,,,17-01-1996
2541,Bharat Maa ki Pukaar,,Chandrapal Singh,,,Arya Prakashan,,1992,,,,,71,25,,,,17-01-1996
2542,Murkh Kaun,,Om Prakash,,,Kitab Ghar,,1995,,,,,64,15,,,,17-01-1996
2543,Haso Hasao,,Sohan Lal Dwivedi,,,Indian Press,,1993,,,,,32,12,,,,17-01-1996
2544,Bhagwaan Ke Pyaare,,Lakkhan Singh,,,Sasta Sahitya Bhandar,,1994,,,,,29,9,,,,17-01-1996
2545,Shapit Tulsi,,Suryakant Vishwanath,,,Bajrang Prakashan,,1992,,,,,57,10,,,,17-01-1996
2546,Sabko Gale Lagate Phool,,Lalit Keshwan,,,Ashish Prakashan,,1990,,,,,33,9,,,,17-01-1996
2547,Ghamandi Mendak,,Shiv Narayan Singh,,,Parmeshwari Prakashan,,1995,,,,,48,12,,,,17-01-1996
2548,Bandar ka Vivah,,Vishwanath Gupt,,,Raj Publishing House,,1986,,,,,24,8,,,,17-01-1996
2549,Jeewan Ka Mulya,,Ajay Kumar,,,Sanjeev Prakashan,,1990,,,,,40,10,,,,17-01-1996
2550,Aazadi ki Kahani,,Anant Kumar Singh,,,Suman Prakashan,,1992,,,,,24,8,,,,17-01-1996
2551,Vratbhang,,Jaishankar Prasad,,,Praveen Prakashan,,1992,,,,,24,10,,,,17-01-1996
2552,Sikander Ki Shapath,,Jaishankar Prasad,,,Praveen Prakashan,,1992,,,,,24,10,,,,17-01-1996
2553,Gunda,,Jaishankar Prasad,,,Praveen Prakashan,,1993,,,,,24,10,,,,17-01-1996
2554,Naitik Shiksha,,Dharmpal Shastri,,,Kitab Ghar,,1993,,,,,43,10,,,,17-01-1996
2555,Balak Bane Mahan,,Rajkumar Anil,,,Himachal Pustak Bhandar,,1990,,,,,55,8,,,,17-01-1996
2556,Swarg ki Dori,,Shri Sharan,,,Pankaj Publications,,1991,,,,,24,10,,,,17-01-1996
2557,Naitik Shiksha II,,Dharmpal Shastri,,,Kitab Ghar,,1993,,,,,43,10,,,,17-01-1996
2558,Parvartiya Lok Kathayein,,Dr. Pushplata Bhatt,,,Sachin Prakashan,,1991,,,,,24,6,,,,17-01-1996
2559,Swatantrata Sangharsh ka Itihas,,Acharya Hazari Prasad,,,Kitab Ghar,,1990,,,,,52,15,,,,17-01-1996
2560,Haste Haste Jeena,,Sushant Kumar Ray,,,Himachal Pustak Bhandar,,1995,,,,,36,7,,,,17-01-1996
2561,Jahanaara,,Jaishankar Prasad,,,Praveen Pustak Bhandar,,1992,,,,,24,10,,,,17-01-1996
2562,Makrandi,,Rashtra Bandhu,,,Jagat Ram & Sons,,1990,,,,,32,6,,,,17-01-1996
2563,Kirno ki muskaan,,Jagdish Chandra Sharma,,,"Sahityagar,Jaipur",,1990,,,,,44,9,,,,17-01-1996
2564,Shri Krishna Leela Darshan,,Shankar Vidhya,,,Arya Prakashan,,1993,,,,,72,15,,,,17-01-1996
2565,Guru Darshan,,Inderpal Singh,,,Himachal Pustak Bhandar,,1992,,,,,40,7,,,,17-01-1996
2566,Surya ki Shakti,,Kailash Shah,,,Praveen Prakashan,,1990,,,,,31,8,,,,17-01-1996
2567,Ehsan mand Baniye,,Shiv Narayan Singh,,,Jagat Ram & Sons,,1995,,,,,44,12,,,,17-01-1996
2568,Rashtrapati Shankar Dayal Sharma,,Kamal Shukla,,,Prem Prakashan,,1992,,,,,32,10,,,,17-01-1996
2569,Dr. Zakir Hussain,,Om Prakash Sinhal,,,Praveen Prakashan,,1992,,,,,32,12,,,,17-01-1996
2570,Bhim Rao Ambedkar,,Shri Sharan,,,Prem Prakashan,,1992,,,,,32,12,,,,17-01-1996
